EVENT_DATE_YEAR,NO_OF_RUNS,SPECIES_NAME,LATIN_NAME,ALL_RUNS,EVENT_DATE,Average_count
2016,1,Pike,Esox lucius,1,10/07/2016,1
2019,1,Roach,Rutilus rutilus,14,27/07/2019,14
2019,1,Bleak,Alburnus alburnus,17,27/07/2019,17
2019,1,Perch,Perca fluviatilis,1,27/07/2019,1
2019,1,Pike,Esox lucius,1,27/07/2019,1
2019,1,Chub,Leuciscus cephalus,7,27/07/2019,7
2019,1,Dace,Leuciscus leuciscus,3,27/07/2019,3
2019,1,Silver bream,Abramis bjoerkna,1,27/07/2019,1
2022,1,Perch,Perca fluviatilis,2,25/07/2022,2
2022,1,Bleak,Alburnus alburnus,26,25/07/2022,26
2022,1,Roach,Rutilus rutilus,1,25/07/2022,1
2022,1,Dace,Leuciscus leuciscus,4,25/07/2022,4
2012,1,Roach,Rutilus rutilus,884,30/07/2012,884
2012,1,Bleak,Alburnus alburnus,10,30/07/2012,10
2012,1,Perch,Perca fluviatilis,35,30/07/2012,35
2012,1,Dace,Leuciscus leuciscus,72,30/07/2012,72
2012,1,Common bream,Abramis brama,1,30/07/2012,1
2012,1,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,30/07/2012,1
2012,1,Chub,Leuciscus cephalus,6,30/07/2012,6
2012,1,Gudgeon,Gobio gobio,3,30/07/2012,3
2012,1,Pike,Esox lucius,4,30/07/2012,4
2013,1,Pike,Esox lucius,3,11/07/2013,3
2013,1,Common bream,Abramis brama,1,11/07/2013,1
2013,1,Roach,Rutilus rutilus,63,11/07/2013,63
2013,1,Perch,Perca fluviatilis,4,11/07/2013,4
2013,1,Dace,Leuciscus leuciscus,4,11/07/2013,4
2016,1,Roach,Rutilus rutilus,401,10/07/2016,401
2016,1,Bleak,Alburnus alburnus,18,10/07/2016,18
2016,1,Gudgeon,Gobio gobio,12,10/07/2016,12
2016,1,Pike,Esox lucius,4,10/07/2016,4
2016,1,Common bream,Abramis brama,5,10/07/2016,5
2016,1,Chub,Leuciscus cephalus,8,10/07/2016,8
2016,1,Dace,Leuciscus leuciscus,6,10/07/2016,6
2016,1,Perch,Perca fluviatilis,8,10/07/2016,8
2016,1,Silver bream,Abramis bjoerkna,2,10/07/2016,2
2019,1,Roach,Rutilus rutilus,378,27/07/2019,378
2019,1,Bleak,Alburnus alburnus,48,27/07/2019,48
2019,1,Ruffe,Gymnocephalus cernuus,1,27/07/2019,1
2019,1,Silver bream,Abramis bjoerkna,3,27/07/2019,3
2019,1,Perch,Perca fluviatilis,9,27/07/2019,9
2019,1,Pike,Esox lucius,26,27/07/2019,26
2019,1,Dace,Leuciscus leuciscus,42,27/07/2019,42
2019,1,Chub,Leuciscus cephalus,27,27/07/2019,27
2022,1,Bleak,Alburnus alburnus,103,25/07/2022,103
2022,1,Pike,Esox lucius,24,25/07/2022,24
2022,1,Chub,Leuciscus cephalus,10,25/07/2022,10
2022,1,Roach,Rutilus rutilus,20,25/07/2022,20
2022,1,Dace,Leuciscus leuciscus,8,25/07/2022,8
2022,1,Tench,Tinca tinca,4,25/07/2022,4
2022,1,Perch,Perca fluviatilis,12,25/07/2022,12
2022,1,European eels > elvers,Anguilla anguilla,1,25/07/2022,1
2019,1,Bleak,Alburnus alburnus,169,25/07/2019,169
2019,1,Roach,Rutilus rutilus,132,25/07/2019,132
2019,1,Pike,Esox lucius,1,25/07/2019,1
2019,1,Chub,Leuciscus cephalus,8,25/07/2019,8
2019,1,Silver bream,Abramis bjoerkna,1,25/07/2019,1
2019,1,Dace,Leuciscus leuciscus,1,25/07/2019,1
2022,1,Roach,Rutilus rutilus,74,23/07/2022,74
2022,1,Bleak,Alburnus alburnus,92,23/07/2022,92
2022,1,Pike,Esox lucius,1,23/07/2022,1
2022,1,Chub,Leuciscus cephalus,3,23/07/2022,3
2022,1,Dace,Leuciscus leuciscus,15,23/07/2022,15
2022,1,Perch,Perca fluviatilis,3,23/07/2022,3
2022,1,Gudgeon,Gobio gobio,1,23/07/2022,1
2012,1,Pike,Esox lucius,7,27/07/2012,7
2012,1,Bleak,Alburnus alburnus,27,27/07/2012,27
2012,1,Roach,Rutilus rutilus,164,27/07/2012,164
2012,1,Perch,Perca fluviatilis,4,27/07/2012,4
2012,1,Common bream,Abramis brama,6,27/07/2012,6
2012,1,Silver bream,Abramis bjoerkna,1,27/07/2012,1
2012,1,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,27/07/2012,1
2012,1,Dace,Leuciscus leuciscus,1,27/07/2012,1
2012,1,Chub,Leuciscus cephalus,4,27/07/2012,4
2013,1,Common [wild] carp,Cyprinus carpio,1,08/07/2013,1
2013,1,Pike,Esox lucius,2,08/07/2013,2
2013,1,Roach,Rutilus rutilus,88,08/07/2013,88
2013,1,Dace,Leuciscus leuciscus,2,08/07/2013,2
2013,1,Bleak,Alburnus alburnus,3,08/07/2013,3
2013,1,Chub,Leuciscus cephalus,3,08/07/2013,3
2013,1,Perch,Perca fluviatilis,2,08/07/2013,2
2013,1,Silver bream,Abramis bjoerkna,1,08/07/2013,1
2013,1,Common bream,Abramis brama,1,08/07/2013,1
2016,1,Chub,Leuciscus cephalus,63,08/07/2016,63
2016,1,Dace,Leuciscus leuciscus,3,08/07/2016,3
2016,1,Bleak,Alburnus alburnus,78,08/07/2016,78
2016,1,Roach,Rutilus rutilus,84,08/07/2016,84
2016,1,Silver bream,Abramis bjoerkna,10,08/07/2016,10
2016,1,Common bream,Abramis brama,7,08/07/2016,7
2016,1,Perch,Perca fluviatilis,3,08/07/2016,3
2016,1,Pike,Esox lucius,5,08/07/2016,5
2016,1,Ruffe,Gymnocephalus cernuus,1,08/07/2016,1
2019,1,Bleak,Alburnus alburnus,414,25/07/2019,414
2019,1,Roach,Rutilus rutilus,244,25/07/2019,244
2019,1,Pike,Esox lucius,1,25/07/2019,1
2019,1,Dace,Leuciscus leuciscus,15,25/07/2019,15
2019,1,Chub,Leuciscus cephalus,66,25/07/2019,66
2019,1,Tench,Tinca tinca,1,25/07/2019,1
2019,1,Common bream,Abramis brama,2,25/07/2019,2
2022,1,Roach,Rutilus rutilus,119,23/07/2022,119
2022,1,Bleak,Alburnus alburnus,185,23/07/2022,185
2022,1,Pike,Esox lucius,2,23/07/2022,2
2022,1,Chub,Leuciscus cephalus,48,23/07/2022,48
2022,1,Tench,Tinca tinca,1,23/07/2022,1
2022,1,Rudd,Scardinius erythrophthalmus,1,23/07/2022,1
2015,1,Brown / sea trout,Salmo trutta,73,04/08/2015,73
2015,1,Bullhead,Cottus gobio,4,04/08/2015,4
2012,1,Roach,Rutilus rutilus,317,28/07/2012,317
2012,1,Chub,Leuciscus cephalus,7,28/07/2012,7
2012,1,Bleak,Alburnus alburnus,43,28/07/2012,43
2012,1,Perch,Perca fluviatilis,13,28/07/2012,13
2012,1,Ruffe,Gymnocephalus cernuus,1,28/07/2012,1
2012,1,Gudgeon,Gobio gobio,2,28/07/2012,2
2012,1,Dace,Leuciscus leuciscus,10,28/07/2012,10
2012,1,Pike,Esox lucius,7,28/07/2012,7
2013,1,Pike,Esox lucius,6,09/07/2013,6
2013,1,Perch,Perca fluviatilis,7,09/07/2013,7
2013,1,Roach,Rutilus rutilus,44,09/07/2013,44
2013,1,Bleak,Alburnus alburnus,18,09/07/2013,18
2013,1,Dace,Leuciscus leuciscus,2,09/07/2013,2
2012,1,Pike,Esox lucius,1,28/07/2012,1
2012,1,Chub,Leuciscus cephalus,9,28/07/2012,9
2012,1,Common bream,Abramis brama,1,28/07/2012,1
2012,1,Common carp varieties,Cyprinus carpio,1,28/07/2012,1
2012,1,Bleak,Alburnus alburnus,10,28/07/2012,10
2012,1,Mirror carp,Cyprinus carpio,1,28/07/2012,1
2012,1,Perch,Perca fluviatilis,1,28/07/2012,1
2012,1,Roach,Rutilus rutilus,7,28/07/2012,7
2012,1,Dace,Leuciscus leuciscus,1,28/07/2012,1
2013,1,Roach,Rutilus rutilus,6,09/07/2013,6
2013,1,Pike,Esox lucius,4,09/07/2013,4
2013,1,Bleak,Alburnus alburnus,8,09/07/2013,8
2013,1,Chub,Leuciscus cephalus,18,09/07/2013,18
2013,1,Barbel,Barbus barbus,10,09/07/2013,10
2013,1,Dace,Leuciscus leuciscus,2,09/07/2013,2
2013,1,Perch,Perca fluviatilis,2,09/07/2013,2
2013,1,Common bream,Abramis brama,5,09/07/2013,5
2012,1,Roach,Rutilus rutilus,738,02/08/2012,738
2012,1,Dace,Leuciscus leuciscus,102,02/08/2012,102
2012,1,Common bream,Abramis brama,10,02/08/2012,10
2012,1,Perch,Perca fluviatilis,27,02/08/2012,27
2012,1,Chub,Leuciscus cephalus,22,02/08/2012,22
2012,1,Bleak,Alburnus alburnus,33,02/08/2012,33
2012,1,Gudgeon,Gobio gobio,11,02/08/2012,11
2012,1,Tench,Tinca tinca,1,02/08/2012,1
2012,1,Common carp varieties,Cyprinus carpio,2,02/08/2012,2
2012,1,Pike,Esox lucius,12,02/08/2012,12
2012,1,European eel,Anguilla anguilla,7,02/08/2012,7
2013,1,Pike,Esox lucius,6,14/07/2013,6
2013,1,Tench,Tinca tinca,1,14/07/2013,1
2013,1,European eels > elvers,Anguilla anguilla,3,14/07/2013,3
2013,1,Roach,Rutilus rutilus,178,14/07/2013,178
2013,1,Dace,Leuciscus leuciscus,38,14/07/2013,38
2013,1,Bleak,Alburnus alburnus,1,14/07/2013,1
2013,1,Perch,Perca fluviatilis,6,14/07/2013,6
2013,1,Chub,Leuciscus cephalus,2,14/07/2013,2
2013,1,Gudgeon,Gobio gobio,2,14/07/2013,2
2013,1,Ruffe,Gymnocephalus cernuus,2,14/07/2013,2
2016,1,Roach,Rutilus rutilus,279,12/07/2016,279
2016,1,Chub,Leuciscus cephalus,20,12/07/2016,20
2016,1,Dace,Leuciscus leuciscus,4,12/07/2016,4
2016,1,Perch,Perca fluviatilis,17,12/07/2016,17
2016,1,Pike,Esox lucius,8,12/07/2016,8
2016,1,Bleak,Alburnus alburnus,11,12/07/2016,11
2016,1,Gudgeon,Gobio gobio,4,12/07/2016,4
2016,1,Tench,Tinca tinca,1,12/07/2016,1
2016,1,Ruffe,Gymnocephalus cernuus,2,12/07/2016,2
2016,1,European eels > elvers,Anguilla anguilla,4,12/07/2016,4
2019,1,Roach,Rutilus rutilus,258,29/07/2019,258
2019,1,Bleak,Alburnus alburnus,48,29/07/2019,48
2019,1,Gudgeon,Gobio gobio,1,29/07/2019,1
2019,1,Perch,Perca fluviatilis,4,29/07/2019,4
2019,1,Rudd,Scardinius erythrophthalmus,1,29/07/2019,1
2019,1,Pike,Esox lucius,7,29/07/2019,7
2019,1,European eels > elvers,Anguilla anguilla,2,29/07/2019,2
2019,1,Dace,Leuciscus leuciscus,9,29/07/2019,9
2019,1,Chub,Leuciscus cephalus,33,29/07/2019,33
2022,1,Roach,Rutilus rutilus,174,27/07/2022,174
2022,1,Bleak,Alburnus alburnus,48,27/07/2022,48
2022,1,Gudgeon,Gobio gobio,2,27/07/2022,2
2022,1,Pike,Esox lucius,8,27/07/2022,8
2022,1,Common carp varieties,Cyprinus carpio,1,27/07/2022,1
2022,1,Chub,Leuciscus cephalus,8,27/07/2022,8
2022,1,Dace,Leuciscus leuciscus,23,27/07/2022,23
2022,1,Perch,Perca fluviatilis,7,27/07/2022,7
2022,1,Tench,Tinca tinca,5,27/07/2022,5
2022,1,Silver bream,Abramis bjoerkna,1,27/07/2022,1
2022,1,European eels > elvers,Anguilla anguilla,4,27/07/2022,4
2022,1,Zander,Sander lucioperca,1,27/07/2022,1
2012,1,Bleak,Alburnus alburnus,17,02/08/2012,17
2012,1,Chub,Leuciscus cephalus,11,02/08/2012,11
2012,1,Perch,Perca fluviatilis,3,02/08/2012,3
2012,1,Dace,Leuciscus leuciscus,12,02/08/2012,12
2012,1,Roach,Rutilus rutilus,111,02/08/2012,111
2013,1,Pike,Esox lucius,3,14/07/2013,3
2013,1,Common bream,Abramis brama,2,14/07/2013,2
2013,1,Bleak,Alburnus alburnus,12,14/07/2013,12
2013,1,Chub,Leuciscus cephalus,3,14/07/2013,3
2013,1,Dace,Leuciscus leuciscus,9,14/07/2013,9
2013,1,Roach,Rutilus rutilus,75,14/07/2013,75
2013,1,Brown / sea trout,Salmo trutta,1,14/07/2013,1
2013,1,Perch,Perca fluviatilis,1,14/07/2013,1
2013,1,European eels > elvers,Anguilla anguilla,1,14/07/2013,1
2013,1,Silver bream,Abramis bjoerkna,2,14/07/2013,2
2016,1,Chub,Leuciscus cephalus,3,12/07/2016,3
2016,1,Barbel,Barbus barbus,1,12/07/2016,1
2016,1,Roach,Rutilus rutilus,7,12/07/2016,7
2016,1,European eels > elvers,Anguilla anguilla,3,12/07/2016,3
2016,1,Pike,Esox lucius,2,12/07/2016,2
2016,1,Perch,Perca fluviatilis,2,12/07/2016,2
2019,1,Roach,Rutilus rutilus,31,29/07/2019,31
2019,1,Bleak,Alburnus alburnus,31,29/07/2019,31
2019,1,Chub,Leuciscus cephalus,5,29/07/2019,5
2019,1,Perch,Perca fluviatilis,1,29/07/2019,1
2019,1,Dace,Leuciscus leuciscus,1,29/07/2019,1
2019,1,Tench,Tinca tinca,1,29/07/2019,1
2019,1,European eels > elvers,Anguilla anguilla,3,29/07/2019,3
2022,1,Roach,Rutilus rutilus,24,27/07/2022,24
2022,1,Bleak,Alburnus alburnus,13,27/07/2022,13
2022,1,European eels > elvers,Anguilla anguilla,1,27/07/2022,1
2022,1,Dace,Leuciscus leuciscus,7,27/07/2022,7
2022,1,Perch,Perca fluviatilis,4,27/07/2022,4
2022,1,Pike,Esox lucius,1,27/07/2022,1
2014,1,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,3,16/04/2014,3
2014,1,Barbel,Barbus barbus,3,16/04/2014,3
2014,1,Chub,Leuciscus cephalus,9,16/04/2014,9
2014,1,Pike,Esox lucius,1,16/04/2014,1
2014,1,Perch,Perca fluviatilis,2,16/04/2014,2
2014,1,Dace,Leuciscus leuciscus,11,16/04/2014,11
2014,1,Roach,Rutilus rutilus,20,16/04/2014,20
2014,1,Gudgeon,Gobio gobio,48,16/04/2014,48
2012,1,Bleak,Alburnus alburnus,15,01/08/2012,15
2012,1,Roach,Rutilus rutilus,7,01/08/2012,7
2012,1,Dace,Leuciscus leuciscus,2,01/08/2012,2
2013,1,Roach,Rutilus rutilus,55,13/07/2013,55
2013,1,Pike,Esox lucius,1,13/07/2013,1
2013,1,Perch,Perca fluviatilis,6,13/07/2013,6
2013,1,Dace,Leuciscus leuciscus,5,13/07/2013,5
2013,1,Gudgeon,Gobio gobio,2,13/07/2013,2
2013,1,Bleak,Alburnus alburnus,2,13/07/2013,2
2016,1,Bleak,Alburnus alburnus,3,11/07/2016,3
2016,1,Pike,Esox lucius,5,11/07/2016,5
2016,1,Roach,Rutilus rutilus,3,11/07/2016,3
2016,1,Rainbow trout,Oncorhynchus mykiss,1,11/07/2016,1
2019,1,Bleak,Alburnus alburnus,47,28/07/2019,47
2019,1,Roach,Rutilus rutilus,48,28/07/2019,48
2019,1,Pike,Esox lucius,3,28/07/2019,3
2019,1,Chub,Leuciscus cephalus,5,28/07/2019,5
2019,1,Dace,Leuciscus leuciscus,3,28/07/2019,3
2022,1,Roach,Rutilus rutilus,17,26/07/2022,17
2022,1,Common carp varieties,Cyprinus carpio,4,26/07/2022,4
2022,1,Bleak,Alburnus alburnus,37,26/07/2022,37
2022,1,Chub,Leuciscus cephalus,1,26/07/2022,1
2022,1,Dace,Leuciscus leuciscus,1,26/07/2022,1
2022,1,Pike,Esox lucius,1,26/07/2022,1
2022,1,Perch,Perca fluviatilis,2,26/07/2022,2
2022,1,Silver bream,Abramis bjoerkna,1,26/07/2022,1
2022,1,European eels > elvers,Anguilla anguilla,1,26/07/2022,1
2012,1,Roach,Rutilus rutilus,764,01/08/2012,764
2012,1,Dace,Leuciscus leuciscus,21,01/08/2012,21
2012,1,Bleak,Alburnus alburnus,74,01/08/2012,74
2012,1,Perch,Perca fluviatilis,24,01/08/2012,24
2012,1,Common bream,Abramis brama,3,01/08/2012,3
2012,1,Pike,Esox lucius,18,01/08/2012,18
2012,1,Chub,Leuciscus cephalus,2,01/08/2012,2
2012,1,Tench,Tinca tinca,2,01/08/2012,2
2012,1,Ruffe,Gymnocephalus cernuus,2,01/08/2012,2
2012,1,European eel,Anguilla anguilla,5,01/08/2012,5
2013,1,Roach,Rutilus rutilus,97,13/07/2013,97
2013,1,Dace,Leuciscus leuciscus,10,13/07/2013,10
2013,1,Common bream,Abramis brama,3,13/07/2013,3
2013,1,Pike,Esox lucius,4,13/07/2013,4
2013,1,European eels > elvers,Anguilla anguilla,2,13/07/2013,2
2013,1,Chub,Leuciscus cephalus,1,13/07/2013,1
2013,1,Perch,Perca fluviatilis,2,13/07/2013,2
2013,1,Bleak,Alburnus alburnus,16,13/07/2013,16
2013,1,Gudgeon,Gobio gobio,1,13/07/2013,1
2016,1,Roach,Rutilus rutilus,316,11/07/2016,316
2016,1,Bleak,Alburnus alburnus,60,11/07/2016,60
2016,1,Ruffe,Gymnocephalus cernuus,2,11/07/2016,2
2016,1,Pike,Esox lucius,8,11/07/2016,8
2016,1,Common bream,Abramis brama,5,11/07/2016,5
2016,1,Chub,Leuciscus cephalus,5,11/07/2016,5
2016,1,Dace,Leuciscus leuciscus,2,11/07/2016,2
2016,1,European eels > elvers,Anguilla anguilla,4,11/07/2016,4
2016,1,Perch,Perca fluviatilis,1,11/07/2016,1
2019,1,Roach,Rutilus rutilus,511,28/07/2019,511
2019,1,Bleak,Alburnus alburnus,211,28/07/2019,211
2019,1,Pike,Esox lucius,17,28/07/2019,17
2019,1,Dace,Leuciscus leuciscus,10,28/07/2019,10
2019,1,Chub,Leuciscus cephalus,45,28/07/2019,45
2019,1,Tench,Tinca tinca,1,28/07/2019,1
2019,1,Perch,Perca fluviatilis,5,28/07/2019,5
2019,1,European eels > elvers,Anguilla anguilla,4,28/07/2019,4
2022,1,Roach,Rutilus rutilus,208,26/07/2022,208
2022,1,Bleak,Alburnus alburnus,177,26/07/2022,177
2022,1,Chub,Leuciscus cephalus,12,26/07/2022,12
2022,1,Dace,Leuciscus leuciscus,20,26/07/2022,20
2022,1,Perch,Perca fluviatilis,2,26/07/2022,2
2022,1,Pike,Esox lucius,12,26/07/2022,12
2022,1,Tench,Tinca tinca,1,26/07/2022,1
2012,1,Roach,Rutilus rutilus,420,31/07/2012,420
2012,1,Perch,Perca fluviatilis,22,31/07/2012,22
2012,1,Common bream,Abramis brama,7,31/07/2012,7
2012,1,Pike,Esox lucius,6,31/07/2012,6
2012,1,Dace,Leuciscus leuciscus,19,31/07/2012,19
2012,1,Bleak,Alburnus alburnus,37,31/07/2012,37
2012,1,Chub,Leuciscus cephalus,7,31/07/2012,7
2012,1,Ruffe,Gymnocephalus cernuus,1,31/07/2012,1
2012,1,European eel,Anguilla anguilla,4,31/07/2012,4
2013,1,Roach,Rutilus rutilus,173,12/07/2013,173
2013,1,European eels > elvers,Anguilla anguilla,4,12/07/2013,4
2013,1,Perch,Perca fluviatilis,22,12/07/2013,22
2013,1,Pike,Esox lucius,2,12/07/2013,2
2013,1,Dace,Leuciscus leuciscus,10,12/07/2013,10
2013,1,Bleak,Alburnus alburnus,1,12/07/2013,1
2013,1,Chub,Leuciscus cephalus,2,12/07/2013,2
2013,1,Ruffe,Gymnocephalus cernuus,1,12/07/2013,1
2013,1,Perch,Perca fluviatilis,8,12/07/2013,8
2013,1,Roach,Rutilus rutilus,29,12/07/2013,29
2013,1,European eel,Anguilla anguilla,2,12/07/2013,2
2012,1,Bleak,Alburnus alburnus,5,31/07/2012,5
2012,1,Roach,Rutilus rutilus,62,31/07/2012,62
2012,1,Pike,Esox lucius,1,31/07/2012,1
2012,1,Pike,Esox lucius,3,29/07/2012,3
2012,1,Chub,Leuciscus cephalus,4,29/07/2012,4
2012,1,Barbel,Barbus barbus,3,29/07/2012,3
2012,1,Roach,Rutilus rutilus,9,29/07/2012,9
2012,1,Dace,Leuciscus leuciscus,13,29/07/2012,13
2012,1,Bleak,Alburnus alburnus,4,29/07/2012,4
2012,1,Gudgeon,Gobio gobio,1,29/07/2012,1
2013,1,Pike,Esox lucius,4,10/07/2013,4
2013,1,Perch,Perca fluviatilis,3,10/07/2013,3
2013,1,Chub,Leuciscus cephalus,10,10/07/2013,10
2013,1,Barbel,Barbus barbus,3,10/07/2013,3
2013,1,Bleak,Alburnus alburnus,19,10/07/2013,19
2013,1,Dace,Leuciscus leuciscus,9,10/07/2013,9
2013,1,Roach,Rutilus rutilus,15,10/07/2013,15
2013,1,Gudgeon,Gobio gobio,1,10/07/2013,1
2016,1,Pike,Esox lucius,4,09/07/2016,4
2016,1,Dace,Leuciscus leuciscus,22,09/07/2016,22
2016,1,Bleak,Alburnus alburnus,13,09/07/2016,13
2016,1,Gudgeon,Gobio gobio,2,09/07/2016,2
2016,1,Chub,Leuciscus cephalus,2,09/07/2016,2
2016,1,Perch,Perca fluviatilis,4,09/07/2016,4
2016,1,Roach,Rutilus rutilus,29,09/07/2016,29
2019,1,Bleak,Alburnus alburnus,142,26/07/2019,142
2019,1,Roach,Rutilus rutilus,150,26/07/2019,150
2019,1,Pike,Esox lucius,5,26/07/2019,5
2019,1,Chub,Leuciscus cephalus,5,26/07/2019,5
2019,1,Perch,Perca fluviatilis,4,26/07/2019,4
2019,1,Dace,Leuciscus leuciscus,24,26/07/2019,24
2019,1,Gudgeon,Gobio gobio,1,26/07/2019,1
2019,1,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,26/07/2019,1
2022,1,Roach,Rutilus rutilus,27,24/07/2022,27
2022,1,Bleak,Alburnus alburnus,50,24/07/2022,50
2022,1,Pike,Esox lucius,2,24/07/2022,2
2022,1,Chub,Leuciscus cephalus,1,24/07/2022,1
2022,1,Dace,Leuciscus leuciscus,4,24/07/2022,4
2012,1,Roach,Rutilus rutilus,529,29/07/2012,529
2012,1,Dace,Leuciscus leuciscus,43,29/07/2012,43
2012,1,Bleak,Alburnus alburnus,39,29/07/2012,39
2012,1,Chub,Leuciscus cephalus,24,29/07/2012,24
2012,1,Gudgeon,Gobio gobio,36,29/07/2012,36
2012,1,Perch,Perca fluviatilis,30,29/07/2012,30
2012,1,Pike,Esox lucius,5,29/07/2012,5
2012,1,Ruffe,Gymnocephalus cernuus,5,29/07/2012,5
2013,1,Roach,Rutilus rutilus,177,10/07/2013,177
2013,1,Bleak,Alburnus alburnus,4,10/07/2013,4
2013,1,Common bream,Abramis brama,9,10/07/2013,9
2013,1,Chub,Leuciscus cephalus,15,10/07/2013,15
2013,1,Dace,Leuciscus leuciscus,63,10/07/2013,63
2013,1,Common [wild] carp,Cyprinus carpio,1,10/07/2013,1
2013,1,Pike,Esox lucius,11,10/07/2013,11
2013,1,Perch,Perca fluviatilis,2,10/07/2013,2
2013,1,Rudd,Scardinius erythrophthalmus,1,10/07/2013,1
2013,1,Gudgeon,Gobio gobio,4,10/07/2013,4
2013,1,Silver bream,Abramis bjoerkna,1,10/07/2013,1
2016,1,Roach,Rutilus rutilus,106,09/07/2016,106
2016,1,Dace,Leuciscus leuciscus,17,09/07/2016,17
2016,1,European eels > elvers,Anguilla anguilla,1,09/07/2016,1
2016,1,Pike,Esox lucius,4,09/07/2016,4
2016,1,Bleak,Alburnus alburnus,36,09/07/2016,36
2016,1,Tench,Tinca tinca,2,09/07/2016,2
2016,1,Silver bream,Abramis bjoerkna,16,09/07/2016,16
2016,1,Common bream,Abramis brama,1,09/07/2016,1
2016,1,Chub,Leuciscus cephalus,24,09/07/2016,24
2016,1,Rudd,Scardinius erythrophthalmus,1,09/07/2016,1
2016,1,Perch,Perca fluviatilis,5,09/07/2016,5
2016,1,Common [wild] carp,Cyprinus carpio,1,09/07/2016,1
2019,1,Roach,Rutilus rutilus,982,26/07/2019,982
2019,1,Bleak,Alburnus alburnus,220,26/07/2019,220
2019,1,Dace,Leuciscus leuciscus,11,26/07/2019,11
2019,1,Chub,Leuciscus cephalus,80,26/07/2019,80
2019,1,Pike,Esox lucius,15,26/07/2019,15
2019,1,Gudgeon,Gobio gobio,6,26/07/2019,6
2019,1,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,3,26/07/2019,3
2019,1,Perch,Perca fluviatilis,6,26/07/2019,6
2019,1,Common bream,Abramis brama,2,26/07/2019,2
2022,1,Roach,Rutilus rutilus,388,24/07/2022,388
2022,1,Bleak,Alburnus alburnus,109,24/07/2022,109
2022,1,Pike,Esox lucius,1,24/07/2022,1
2022,1,Chub,Leuciscus cephalus,28,24/07/2022,28
2022,1,Dace,Leuciscus leuciscus,24,24/07/2022,24
2022,1,Common bream,Abramis brama,2,24/07/2022,2
2022,1,Tench,Tinca tinca,1,24/07/2022,1
2022,1,Silver bream,Abramis bjoerkna,1,24/07/2022,1
2014,2,Common bream,Abramis brama,4,01/08/2014,2
2014,2,Bleak,Alburnus alburnus,27,01/08/2014,14
2014,2,Roach,Rutilus rutilus,56,01/08/2014,28
2014,2,Perch,Perca fluviatilis,7,01/08/2014,4
2014,2,Chub,Leuciscus cephalus,32,01/08/2014,16
2014,2,Dace,Leuciscus leuciscus,14,01/08/2014,7
2014,2,Silver bream,Abramis bjoerkna,1,01/08/2014,1
2014,2,Pike,Esox lucius,3,01/08/2014,2
2014,2,Gudgeon,Gobio gobio,2,01/08/2014,1
2014,3,Roach,Rutilus rutilus,213,08/08/2014,71
2014,3,Chub,Leuciscus cephalus,21,08/08/2014,7
2014,3,Pike,Esox lucius,14,08/08/2014,5
2014,3,Perch,Perca fluviatilis,18,08/08/2014,6
2014,3,Common bream,Abramis brama,8,08/08/2014,3
2014,3,Dace,Leuciscus leuciscus,19,08/08/2014,7
2014,3,Gudgeon,Gobio gobio,44,08/08/2014,15
2014,3,Bleak,Alburnus alburnus,26,08/08/2014,9
2014,3,Silver bream,Abramis bjoerkna,4,08/08/2014,2
2014,3,Brown / sea trout,Salmo trutta,1,08/08/2014,1
2019,1,Roach,Rutilus rutilus,189,04/04/2019,189
2019,1,Bleak,Alburnus alburnus,79,04/04/2019,79
2019,1,Perch,Perca fluviatilis,15,04/04/2019,15
2019,1,Dace,Leuciscus leuciscus,21,04/04/2019,21
2019,1,Chub,Leuciscus cephalus,49,04/04/2019,49
2019,1,Pike,Esox lucius,12,04/04/2019,12
2019,1,Tench,Tinca tinca,1,04/04/2019,1
2019,1,Gudgeon,Gobio gobio,20,04/04/2019,20
2019,1,Brown / sea trout,Salmo trutta,1,04/04/2019,1
2014,1,Chub,Leuciscus cephalus,2,31/07/2014,2
2014,1,Roach,Rutilus rutilus,8,31/07/2014,8
2014,1,Perch,Perca fluviatilis,4,31/07/2014,4
2014,1,Pike,Esox lucius,2,31/07/2014,2
2014,1,Bleak,Alburnus alburnus,29,31/07/2014,29
2014,1,Silver bream,Abramis bjoerkna,1,31/07/2014,1
2014,3,Chub,Leuciscus cephalus,156,18/08/2014,52
2014,3,Pike,Esox lucius,4,18/08/2014,2
2014,3,Bleak,Alburnus alburnus,96,18/08/2014,32
2014,3,Roach,Rutilus rutilus,958,18/08/2014,320
2014,3,Perch,Perca fluviatilis,49,18/08/2014,17
2014,3,Gudgeon,Gobio gobio,309,18/08/2014,103
2014,3,Dace,Leuciscus leuciscus,62,18/08/2014,21
2014,3,Barbel,Barbus barbus,7,18/08/2014,3
2014,3,Common bream,Abramis brama,15,18/08/2014,5
2014,3,Ruffe,Gymnocephalus cernuus,22,18/08/2014,8
2014,3,Silver bream,Abramis bjoerkna,3,18/08/2014,1
2014,1,Roach,Rutilus rutilus,133,27/08/2014,133
2014,1,Bleak,Alburnus alburnus,91,27/08/2014,91
2014,1,Silver bream,Abramis bjoerkna,7,27/08/2014,7
